case_number,case_type,case_status,district,main_address,parcel,assigned_to,"Opened
Date","Closed
Date"
PM-000226-2020,Property Maintenance,Closed,Council District 6,"1020 Mount Vernon Hwy NW, Sandy Springs, GA
30327",17 0175  LL0657,Kenneth Brown,02/12/2020,02/14/2020
PM-000248-2017,Property Maintenance,Closed,Council District 6,"950 Davis Dr, Sandy Springs, GA 30327",17 0177  LL0440,Kenneth Brown,02/27/2017,04/06/2017
PM-000255-2017,Property Maintenance,Closed,Council District 6,"4500 Harris Trl, Sandy Springs, GA 30327",17 0202  LL0548,Kenneth Brown,02/28/2017,04/26/2017
PM-000288-2019,Property Maintenance,Transferred,Council District 6,"345 Kelson Dr, Sandy Springs, GA 30327",17 020500010030,Kenneth Brown,03/05/2019,NA
PM-000299-2020,Property Maintenance,Closed,Council District 6,"145 Northwood Dr, BLDG P UNIT 10, Sandy Springs, GA 30342",17 00910002C01,Kenneth Brown,02/28/2020,05/11/2020
PM-000343-2020,Property Maintenance,Closed,Council District 6,"550 Mount Vernon Hwy NW, Sandy Springs, GA
30327",17 0133  LL0096,Kenneth Brown,03/11/2020,05/11/2020
PM-000346-2017,Property Maintenance,Voluntary Compliance,Council District 6,"5690 Roswell Rd 100 STE, Sandy Springs, GA 30342",NA,Shane Peeples,03/17/2017,03/21/2017
PM-000698-2017,Property Maintenance,Closed,Council District 6,"125 Northwood Dr APT 329, Sandy Springs, GA
30342",17 0091  LL1383,Kenneth Brown,05/04/2017,05/19/2017
PM-000705-2020,Property Maintenance,Closed,Council District 6,"5440 Chemin De Vie, Sandy Springs, GA 30342",17 009300090458,Kenneth Brown,04/27/2020,06/17/2020
PM-000709-2020,Property Maintenance,Closed,Council District 6,"110 Forrest Lake Dr, Sandy Springs, GA 30327",17 011900060402,Kenneth Brown,04/28/2020,04/30/2020
PM-000771-2019,Property Maintenance,Voluntary Compliance,Council District 6,"5690 Roswell Rd, Sandy Springs, GA 30342",17 0091  LL1276,Shane Peeples,04/30/2019,05/08/2019
PM-000793-2017,Property Maintenance,Closed,Council District 6,"174 Mystic Pl, Sandy Springs, GA 30342",17 009400020165,Kenneth Brown,05/17/2017,07/14/2017
PM-000796-2019,Property Maintenance,Closed,Council District 6,"120 Northwood Dr, Sandy Springs, GA 30342",17 009000010749,Kenneth Brown,05/03/2019,05/06/2019
PM-000799-2017,Property Maintenance,Closed,Council District 6,"125 Northwood Dr APT 428, Sandy Springs, GA 30342",17 0091  LL1383,Kenneth Brown,05/17/2017,07/14/2017
PM-000969-2019,Property Maintenance,Closed,Council District 6,"201 Northwood Dr, BLDG J APT 1, Sandy Springs, GA
30342",17 0091  LL1334,Kenneth Brown,05/28/2019,06/26/2019
PM-000975-2017,Property Maintenance,Voluntary Compliance,Council District 6,"5700 Roswell Rd, Sandy Springs, GA 30342",NA,Shane Peeples,06/14/2017,07/20/2017
PM-001011-2017,Property Maintenance,Closed,Council District 6,"5215 Green Oak Ct, Sandy Springs, GA 30327",17 012100020147,Kenneth Brown,06/20/2017,07/11/2017
PM-001014-2019,Property Maintenance,Closed,Council District 6,"120 Northwood Dr, Sandy Springs, GA 30342",17 009000010749,Kenneth Brown,06/04/2019,06/05/2019
PM-001034-2017,Property Maintenance,Closed,Council District 6,"525 Mount Vernon Hwy, Sandy Springs, GA 30327",17 013300020077,Kenneth Brown,06/23/2017,07/24/2017
PM-001035-2017,Property Maintenance,Transferred,Council District 6,"578 Mount Vernon Hwy, Sandy Springs, GA 30327",17 0134  LL0293,Kenneth Brown,06/26/2017,NA
PM-001047-2017,Property Maintenance,Unfounded,Council District 6,"4600 Roswell Rd STE 100, Sandy Springs, GA 30342",17 009400010695,Shane Peeples,06/27/2017,06/29/2017
PM-001060-2019,Property Maintenance,Closed,Council District 6,"25 Old Powers Pl, Sandy Springs, GA 30327",17 017500020084,Kenneth Brown,06/12/2019,07/11/2019
PM-001061-2019,Property Maintenance,Closed,Council District 6,"1141 Crest Valley Dr, Sandy Springs, GA 30327",17 0176  LL0250,Kenneth Brown,06/12/2019,06/17/2019
PM-001109-2017,Property Maintenance,Closed,Council District 6,"70 Burdette Rd, Sandy Springs, GA 30327",NA,Kenneth Brown,07/12/2017,10/31/2017
PM-001115-2017,Property Maintenance,Closed,Council District 6,"66 Northwood Dr, Sandy Springs, GA 30342",17 009000010608,Kenneth Brown,07/12/2017,07/13/2017
PM-001147-2017,Property Maintenance,Closed,Council District 6,"5515 Mount Vernon Pkwy, Sandy Springs, GA 30327",17 016500020243,Kenneth Brown,07/17/2017,07/20/2017
PM-001163-2020*,Property Maintenance,Closed,Council District 6,"5675 Roswell Rd, 69G,",NA,Kenneth Brown,06/02/2020,07/14/2020
PM-001167-2017,Property Maintenance,Closed,Council District 6,"201 Northwood Dr APT 1, Sandy Springs, GA 30342",NA,Kenneth Brown,07/21/2017,08/02/2017
PM-001202-2019,Property Maintenance,Closed,Council District 6,"1165 W Garmon Rd, Sandy Springs, GA 30327",17 0177  LL0804,Kenneth Brown,07/03/2019,04/01/2021
PM-001225-2017,Property Maintenance,Closed,Council District 6,"5680 Whitner Dr, Sandy Springs, GA 30327",17 013400010010,Kenneth Brown,07/31/2017,08/02/2017
PM-001229-2017,Property Maintenance,Transferred,Council District 6,"5640 Whitner Dr, Sandy Springs, GA 30327",17 013400010358,Kenneth Brown,08/01/2017,NA
PM-001244-2019,Property Maintenance,Closed,Council District 6,"201 Northwood Dr, BLDG T APT 4, Sandy Springs, GA 30342",17 0091  LL1144,Kenneth Brown,07/10/2019,09/19/2019
PM-001284-2019,Property Maintenance,Closed,Council District,4526 Peachtree Dunwoody,17 004100060330,Kenneth Brown,07/18/2019,10/24/2019
PM-001291-2019,Property Maintenance,Closed,Council District,"346 Carpenter Dr, BLDG 6",17 0070  LL1461,Kenneth Brown,07/18/2019,07/24/2019
PM-001298-2019,Property Maintenance,Closed,Council District,"160 Worth Dr, Sandy",17 011900040339,Kenneth Brown,07/18/2019,10/24/2019
PM-001302-2017,Property Maintenance,Closed,Council District,"221 Mt Vernon Hwy,",NA,Kenneth Brown,08/15/2017,10/31/2017
PM-001303-2017,Property Maintenance,Closed,Council District,"211 Mt. Vernon Hwy,",NA,Kenneth Brown,08/15/2017,10/31/2017
PM-001313-2017,Property Maintenance,Closed,Council District,125 Northwood Dr APT,17 0091  LL1383,Kenneth Brown,08/16/2017,10/31/2017
PM-001313-2020,Property Maintenance,Closed,Council District,"1105 Crest Valley Dr,",17 0176  LL0854,Kenneth Brown,06/11/2020,07/01/2020
PM-001319-2017,Property Maintenance,Closed,Council District,"125 Northwood Dr APT,",NA,Kenneth Brown,08/17/2017,10/31/2017
PM-001335-2019,Property Maintenance,Closed,Council District,"5260 New London Trce,",17 013500050098,Kenneth Brown,07/24/2019,10/24/2019
PM-001354-2017,Property Maintenance,Closed,Council District,"1141 Crest Valley Dr,",17 0176  LL0250,Kenneth Brown,08/23/2017,08/23/2017
PM-001378-2017,Property Maintenance,Closed,Council District,"250 Forrest Lake Dr, Sandy",17 012000030238,Kenneth Brown,08/29/2017,10/31/2017
PM-001389-2019,Property Maintenance,Closed,Council District,"5400 Roswell Rd, Sandy",17 009200080807,Kenneth Brown,07/29/2019,01/15/2020
PM-001391-2019,Property Maintenance,Closed,Council District,"301 Londonberry Rd,",17 0121  LL0256,Kenneth Brown,07/30/2019,10/24/2019
PM-001393-2019,Property Maintenance,Closed,Council District,"94 Silverwood Rd, Sandy",17 009200050453,Kenneth Brown,07/30/2019,10/24/2019
PM-001403-2017,Property Maintenance,Closed,Council District,"5675 Roswell Rd, Sandy",17 0069  LL0623,Kenneth Brown,09/06/2017,09/19/2017
PM-001408-2019,Property Maintenance,Closed,Council District,6151 Powers Ferry Rd STE,17 0173  LL0220,Marcellus Hampton,08/02/2019,09/18/2019
PM-001413-2017,Property Maintenance,Closed,Council District,125 Northwood Dr APT,17 0091  LL1383,Kenneth Brown,09/11/2017,10/31/2017
PM-001414-2019,Property Maintenance,Closed,Council District,"55 Northwood Dr, Sandy",NA,Kenneth Brown,08/06/2019,10/24/2019
PM-001417-2019,Property Maintenance,Closed,Council District,"5555 Roswell Rd, Sandy",17 0091  LL1607,Kenneth Brown,08/06/2019,10/24/2019
PM-001431-2017,Property Maintenance,Closed,Council District,"121 Maryeanna Dr, Sandy",NA,Kenneth Brown,09/14/2017,10/31/2017
PM-001432-2017,Property Maintenance,Closed,Council District 6,"65 Barbara Ln, Sandy Springs, GA 30327",17 011900050270,Kenneth Brown,09/14/2017,04/30/2018
PM-001580-2019,Property Maintenance,Closed,Council District 6,"525 Mount Vernon Hwy NW, Sandy Springs, GA
30327",17 013300020077,Marcellus Hampton,08/30/2019,02/26/2021
PM-001583-2017,Property Maintenance,Closed,Council District 6,"301 Londonberry Rd, Sandy Springs, GA 30327",17 0121  LL0256,Kenneth Brown,10/27/2017,11/28/2017
PM-001589-2020,Property Maintenance,Closed,Council District 6,"104 Silverwood Rd, Sandy Springs, GA 30342",17 009200050446,Kenneth Brown,07/02/2020,07/09/2020
PM-001594-2019,Property Maintenance,Transferred,Council District 6,"5660 Glen Errol Rd, Sandy Springs, GA 30327",17 013400030067,Kenneth Brown,09/05/2019,NA
PM-001600-2019,Property Maintenance,Closed,Council District 6,"5560 Glen Errol Rd, Sandy Springs, GA 30327",17 013400030182,Kenneth Brown,09/06/2019,10/24/2019
PM-001602-2019,Property Maintenance,Closed,Council District 6,"5530 Errol Pl, Sandy Springs, GA 30327",17 013400040348,Kenneth Brown,09/06/2019,10/24/2019
PM-001608-2019,Property Maintenance,Closed,Council District 6,"4635 Dudley Ln, Sandy Springs, GA 30327",17 011900030207,Kenneth Brown,09/09/2019,10/24/2019
PM-001620-2019,Property Maintenance,Closed,Council District 6,"5655 Lake Forrest Dr, Sandy Springs, GA 30342",17 0091  LL0039,Kenneth Brown,09/11/2019,09/12/2019
PM-001649-2020,Property Maintenance,Closed,Council District 6,"855 N Island Dr, Sandy Springs, GA 30327",17 0163  LL1097,Kenneth Brown,07/09/2020,08/14/2020
PM-001654-2017,Property Maintenance,Unfounded,Council District 6,"4732 Conway Dr, Sandy Springs, GA 30327",NA,Shane Peeples,11/14/2017,11/14/2017
PM-001655-2019,Property Maintenance,Closed,Council District 6,"5475 E Idlewood Ln, Sandy Springs, GA 30327",17 013400020225,Kenneth Brown,09/19/2019,10/24/2019
PM-001673-2019,Property Maintenance,Closed,Council District 6,"229 Londonberry Rd, Sandy Springs, GA 30327",17 0121  LL0223,Kenneth Brown,09/24/2019,09/24/2019
PM-001674-2019,Property Maintenance,Unfounded,Council District 6,"5315 Riverview Rd, Sandy Springs, GA 30327",17 0204  LL0454,Kenneth Brown,09/24/2019,10/08/2019
PM-001689-2019,Property Maintenance,Unfounded,Council District 6,"4665 Jett Rd, Sandy Springs, GA 30327",17 016200010056,Kenneth Brown,09/25/2019,10/08/2019
PM-001710-2017,Property Maintenance,Closed,Council District 6,"5801 Kingsport Dr APT 247, Sandy Springs, GA 30342",17 0091  LL1680,Kenneth Brown,12/06/2017,12/12/2017
PM-002426-2018,Property Maintenance,Closed,Council District 6,"201 Northwood Dr APT 4, Sandy Springs, GA 30342",17 0091  LL1144,Kenneth Brown,05/08/2018,05/23/2018
PM-002493-2020,Property Maintenance,Closed,Council District 6,"125 Northwood Dr, BLDG
10  415, Sandy Springs,
GA 30342",17 0091  LL1383,Kenneth Brown,09/28/2020,10/19/2020
PM-002498-2018,Property Maintenance,Closed,Council District 6,"5801 Kingsport Dr APT 227, Sandy Springs, GA 30342",17 0091  LL1680,Kenneth Brown,05/16/2018,05/21/2018
PM-002499-2018,Property Maintenance,Closed,Council District 6,"301 Londonberry Rd, Sandy Springs, GA 30327",17 0121  LL0256,Kenneth Brown,05/17/2018,06/05/2018
PM-002500-2018,Property Maintenance,Closed,Council District 6,"5310 Mount Vernon Pkwy, Sandy Springs, GA 30327",17 016400010096,Kenneth Brown,05/17/2018,05/23/2018
PM-002536-2018,Property Maintenance,Transferred,Council District 6,"59 Spruell Springs Rd, Sandy Springs, GA 30342",17 009300021222,Kenneth Brown,05/22/2018,NA
PM-002551-2018,Property Maintenance,Abated Case,Council District 6,"145 Northwood Dr UNIT 10, Sandy Springs, GA 30342",17 009100020226,Kenneth Brown,05/25/2018,06/20/2018
PM-002551-2020,Property Maintenance,Closed,Council District 6,"5658 Kingsport Dr, Sandy Springs, GA 30342",17 00910001C01,Kenneth Brown,10/05/2020,08/12/2021
PM-002602-2018,Property Maintenance,Closed,Council District 6,"5801 Kingsport Dr APT 142, Sandy Springs, GA 30342",17 0091  LL1680,Kenneth Brown,06/04/2018,06/20/2018
PM-002612-2018,Property Maintenance,Closed,Council District 6,"145 Northwood Dr UNIT 2, Sandy Springs, GA 30342",17 009100020150,Kenneth Brown,06/05/2018,06/20/2018
PM-002634-2020,Property Maintenance,Closed,Council District 6,"5465 Mount Vernon Pkwy, Sandy Springs, GA 30327",17 016500020193,Kenneth Brown,10/19/2020,10/21/2020
PM-002644-2018,Property Maintenance,Closed,Council District 6,"201 Northwood Dr APT 2, Sandy Springs, GA 30342",17 0091  LL1144,Kenneth Brown,06/08/2018,06/13/2018
PM-002670-2018,Property Maintenance,Abated Case,Council District 6,"0 Hardeman Rd,",17 009300021024,Kenneth Brown,06/12/2018,08/29/2018
PM-002674-2018,Property Maintenance,Voluntary Compliance,Council District 6,"5500 Northside Dr, Sandy Springs, GA 30327",NA,Shane Peeples,06/13/2018,08/20/2018
PM-002679-2018,Property Maintenance,Closed,Council District 6,"71 Hardeman Rd, Sandy Springs, GA 30342",NA,Kenneth Brown,06/13/2018,07/02/2018
PM-002700-2018,Property Maintenance,Closed,Council District 6,"4932 Powers Ferry Rd, Sandy Springs, GA 30327",17 0136  LL0572,Kenneth Brown,06/15/2018,08/29/2018
PM-002725-2018,Property Maintenance,Closed,Council District 6,"4883 Roswell Rd, Sandy Springs, GA 30342",NA,Kenneth Brown,06/19/2018,07/02/2018
PM-002732-2018,Property Maintenance,Closed,Council District 6,"201 Northwood Dr, Sandy Springs, GA 30342",17 0091  LL1144,Kenneth Brown,06/19/2018,08/02/2018
PM-002742-2018,Property Maintenance,Closed,Council District 6,"4651 Roswell Rd, Sandy Springs, GA 30342",NA,Kenneth Brown,06/21/2018,07/30/2018
PM-002849-2020,Property Maintenance,Closed,Council District 6,"201 Northwood Dr, BLDG T 8, Sandy Springs, GA
30342",17 0091  LL1144,Kenneth Brown,11/02/2020,08/09/2021
PM-002883-2018,Property Maintenance,Closed,Council District 6,"5801 Kingsport Dr APT 224, Sandy Springs, GA 30342",17 0091  LL1680,Kenneth Brown,07/13/2018,08/02/2018
PM-002904-2018,Property Maintenance,Closed,Council District 6,"5365 Mount Vernon Pkwy, Sandy Springs, GA 30327",NA,Kenneth Brown,07/17/2018,08/02/2018
PM-002942-2018,Property Maintenance,Voluntary Compliance,Council District 6,"5670 Roswell Rd, Sandy Springs, GA 30342",NA,Shane Peeples,07/23/2018,08/17/2018
PM-002979-2018,Property Maintenance,Closed,Council District 6,"5217 Lake Forrest Dr, Sandy Springs, GA 30342",17 009200020142,Kenneth Brown,07/26/2018,08/14/2018
PM-003058-2018,Property Maintenance,Closed,Council District 6,"200 Forrest Lake Dr,",17 012000030097,Kenneth Brown,08/09/2018,08/09/2018
PM-003072-2018,Property Maintenance,Abated Case,Council District 6,"795 Island Dr, Sandy Springs, GA 30327",17 0163  LL0842,Kenneth Brown,08/13/2018,08/14/2018
PM-003085-2018,Property Maintenance,Closed,Council District 6,"5652 Kingsport Dr, Sandy Springs, GA 30342",17 009100010458,Kenneth Brown,08/15/2018,10/09/2018
PM-003093-2018,Property Maintenance,Closed,Council District 6,"6 Misty Ridge Mnr, Sandy Springs, GA 30327",17 012100020170,Kenneth Brown,08/16/2018,08/17/2018
PM-003128-2018,Property Maintenance,Transferred,Council District 6,"0 Pine Haven Ln,",NA,Kenneth Brown,08/23/2018,NA
PM-003156-2018,Property Maintenance,Closed,Council District 6,"145 Northwood Dr UNIT 1, Sandy Springs, GA 30342",17 009100020150,Kenneth Brown,08/30/2018,05/09/2019
PM-003183-2018,Property Maintenance,Abated Case,Council District 6,"301 Londonberry Rd, Sandy Springs, GA 30327",17 0121  LL0256,Kenneth Brown,08/31/2018,10/09/2018
PM-003186-2018,Property Maintenance,Closed,Council District 6,"201 Northwood Dr APT 2, Sandy Springs, GA 30342",17 0091  LL1144,Kenneth Brown,09/03/2018,10/09/2018
PM-003187-2018,Property Maintenance,Closed,Council District 6,"5638 Kingsport Dr, Sandy Springs, GA 30342",17 009100010839,Kenneth Brown,09/03/2018,09/18/2018
PM-003188-2018,Property Maintenance,Abated Case,Council District 6,"5570 Kingsport Dr, Sandy Springs, GA 30342",17 009100011183,Kenneth Brown,09/03/2018,10/09/2018
PM-003242-2018,Property Maintenance,Closed,Council District 6,"125 Northwood Dr APT 433, Sandy Springs, GA
30342",17 0091  LL1383,Kenneth Brown,09/13/2018,10/09/2018
PM-003273-2018,Property Maintenance,Unfounded,Council District 6,"5305 Mount Vernon Pkwy, Sandy Springs, GA 30327",17 016400010120,Kenneth Brown,09/20/2018,09/24/2018
PM-003282-2018,Property Maintenance,Voluntary Compliance,Council District 6,"5400 Roswell Rd, Sandy Springs, GA 30342",17 009200080377,Shane Peeples,09/25/2018,10/17/2018
PM-003294-2018,Property Maintenance,Closed,Council District 6,"0 Conway Dr, Sandy Springs, GA 30327",17 013700010975,Yvonne Shaw,09/27/2018,02/22/2019
PM-003367-2018,Property Maintenance,Active,Council District 6,"145 Northwood Dr UNIT 1, Sandy Springs, GA 30342",17 009100020150,Miranda Fields,10/11/2018,NA
PM-003372-2018,Property Maintenance,Closed,Council District 6,"4723 Jett Rd, Sandy Springs, GA 30327",17 016200010023,Kenneth Brown,10/12/2018,11/06/2018
PM-003380-2018,Property Maintenance,Unfounded,Council District 6,"5600 Roswell Rd, Sandy Springs, GA 30342",NA,Shane Peeples,10/15/2018,10/15/2018
PM-003394-2018,Property Maintenance,Closed,Council District 6,"1018 Calibre Springs Way, Sandy Springs, GA 30342",17 0091  LL1854,Kenneth Brown,10/16/2018,10/25/2018
PM-003420-2018,Property Maintenance,Closed,Council District 6,"4878 Long Island Dr, Sandy Springs, GA 30342",17 009300061152,Kenneth Brown,10/26/2018,01/02/2019
PM-003434-2018,Property Maintenance,Transferred,Council District 6,"1307 Garmon Rd, Sandy Springs, GA 30327",17 0202  LL0753,Kenneth Brown,10/31/2018,NA
PM-003443-2018,Property Maintenance,Closed,Council District 6,"51 Spruell Springs Rd, Sandy Springs, GA 30342",17 009300021230,Kenneth Brown,11/01/2018,01/02/2019
PM-003445-2018,Property Maintenance,Abated Case,Council District 6,"1307 Garmon Rd, Sandy Springs, GA 30327",17 0202  LL0753,Kenneth Brown,11/01/2018,01/22/2019
PM-003471-2020,Property Maintenance,Closed,Council District 6,"201 Northwood Dr, BLDG M 1, Sandy Springs, GA 30342",17 0091  LL1144,Kenneth Brown,12/11/2020,01/26/2021
PM-003920-2021,Property Maintenance,New Complaint,Council District,"346 Carpenter Dr, BLDG 4",NA,Kenneth Brown,03/05/2021,NA
PM-004218-2021,Property Maintenance,Closed,Council District,"66 Northwood Dr, Sandy",17 009000010608,Kenneth Brown,05/05/2021,05/05/2021
PM-004220-2021,Property Maintenance,Closed,Council District,"4720 Merlendale Dr, Sandy",17 012000020577,Kenneth Brown,05/05/2021,08/12/2021
PM-004222-2021,Property Maintenance,Closed,Council District,"5564 Kingsport Dr, Sandy",17 00910001C01,Kenneth Brown,05/06/2021,05/13/2021
PM-004366-2021,Property Maintenance,Closed,Council District,"1414 Calibre Springs Way,",17 0091  LL1854,Kenneth Brown,06/01/2021,06/03/2021
PM-004389-2021,Property Maintenance,Voluntary,Council District,"4920 Roswell Rd  2, Sandy",17 009300061319,Shawn Wray,06/03/2021,06/04/2021
PM-004404-2021,Property Maintenance,Closed,Council District,"1280 Crest Valley Dr,",17 017700010265,Kenneth Brown,06/07/2021,06/08/2021
PM-004426-2021,Property Maintenance,Closed,Council District,"4720 Merlendale Dr, Sandy",17 012000020577,Kenneth Brown,06/10/2021,11/30/2021
PM-004480-2021,Property Maintenance,Closed,Council District,"110 Mount Paran Rd NE,",17 009200010036,Kenneth Brown,06/24/2021,11/30/2021
PM-004683-2021,Property Maintenance,Active,Council District,"4955 Riverview Drive,",NA,Kenneth Brown,07/30/2021,NA
PM-004714-2021,Property Maintenance,Abated Case,Council District,"5180 Roswell Rd, Sandy",17 009200050651,Shawn Wray,08/04/2021,10/21/2021
PM-004724-2021,Property Maintenance,Closed,Council District,"125 Northwood Dr, BLDG",17 0091  LL1383,Kenneth Brown,08/06/2021,08/12/2021
PM-004757-2021,Property Maintenance,Closed,Council District,"180 Worth Dr,",NA,Kenneth Brown,08/13/2021,11/30/2021
PM-004764-2021,Property Maintenance,Active,Council District,"5099 Riverview Rd, Sandy",17 0204  LL1031,Gregory,08/16/2021,NA
PM-004769-2021,Property Maintenance,Closed,Council District,"145 Northwood Dr, BLDG E",17 00910002C01,Kenneth Brown,08/16/2021,09/09/2021
PM-004828-2021,Property Maintenance,Active,Council District,"5718 Taylor Way, Sandy",17 009000011556,Kenneth Brown,08/31/2021,NA
PM-004840-2021,Property Maintenance,Closed,Council District,"4799 Northside Dr, Sandy",17 017700010042,Kenneth Brown,09/02/2021,09/30/2021
PM-004841-2021,Property Maintenance,New Complaint,Council District,"800 Lake Placid Dr, Sandy",17 0091  LL1854,Kenneth Brown,09/03/2021,NA
