"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS8852","Sault Ste. Marie","Chippewa County","MI","Sault Ste. Marie Police Department","Police","The Sault Ste. Marie Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8853","Manistique","Schoolcraft County","MI","Schoolcraft County Sheriff's Department","Sheriff","The Schoolcraft County Sheriff's Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8854","Scottville","Mason County","MI","Scottville Police Department","Police","The Scottville Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8855","Shelby Township","Oceana County","MI","Shelby Township Police Department","Police","The Shelby Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8856","Corunna","Shiawassee County","MI","Shiawassee County Sheriff's Office","Sheriff","The Shiawassee County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8857","Somerset Township","Hillsdale County","MI","Somerset Township Police Department","Police","The Somerset Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8858","South Rockwood","Monroe County","MI","South Rockwood Police Department","Police","The South Rockwood Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8859","Southfield","Oakland County","MI","Southfield Police Department","Police","The Southfield Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8860","Southgate","Wayne County","MI","Southgate Police Department","Police","The Southgate Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8861","Lansing","Ingham County","MI","Sparrow Health System Security Police Department","Security","The Sparrow Health System Security Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Hospital","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8862","Sparta","Kent County","MI","Sparta Police Department","Police","The Sparta Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8863","Springport Township","Jackson County","MI","Springport Township Police Department","Police","The Springport Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8864","St. Charles","Saginaw County","MI","St. Charles Police Department","Police","The St. Charles Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8865","Port Huron","St. Clair County","MI","St. Clair County Sheriff's Office","Sheriff","The St. Clair County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8866","St. Clair","St. Clair County","MI","St. Clair Police Department","Police","The St. Clair Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8867","St. Clair Shores","Macomb County","MI","St. Clair Shores Police Department","Police","The St. Clair Shores Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8868","St. Ignace","Mackinac County","MI","St. Ignace Police Department","Police","The St. Ignace Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8869","St. Johns","Clinton County","MI","St. Johns Police Department","Police","The St. Johns Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8870","Centreville","St. Joseph County","MI","St. Joseph County Sheriff's Office","Sheriff","The St. Joseph County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8871","St. Joseph","Berrien County","MI","St. Joseph Department Of Public Safety","Police","The St. Joseph Department Of Public Safety has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
